ปี,เดือน,จังหวัด,อำเภอ,อปท.,ขยะมูลฝอยชุมชน(ตัน)
2563,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1380.1
2563,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,1900.25
2563,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1672.02
2563,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1197.69
2563,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1619.36
2563,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,178.12
2563,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,5482.89
2563,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,604.59
2563,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,832.17
2563,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,244.26
2563,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,740.0
2563,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,433.64
2563,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,900.01
2563,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,1747.12
2563,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,318.07
2563,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,227.43
2563,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,10800.39
2563,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,459.85
2563,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,55.0
2563,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,350.0
2563,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,323.4
2563,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,588.96
2563,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,259.22
2563,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,280.76
2563,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,14510.33
2563,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,1033.2
2563,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,986.82
2563,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1410.49
2563,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,3382.03
2563,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,894.24
2563,สิงหาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,168.36
2563,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,125.82
2563,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,140.46
2563,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,232.13
2563,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,742.39
2563,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,153.94
2563,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,670.83
2563,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,202.46
2563,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,1775.3
2563,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,424.07
2563,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1664.8
2563,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,520.0
2563,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,377.58
2563,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,1000.0
2563,สิงหาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,224.75
2563,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1380.1
2563,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,1901.95
2563,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1572.82
2563,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1636.68
2563,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1438.63
2563,สิงหาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,174.34
2563,สิงหาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,5429.72
2563,สิงหาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,604.59
2563,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,784.85
2563,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,244.42
2563,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,740.0
2563,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,410.44
2563,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,806.55
2563,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,1691.57
2563,สิงหาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,318.07
2563,สิงหาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,218.76
2563,สิงหาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,10818.19
2563,สิงหาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,454.28
2563,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,56.0
2563,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,380.0
2563,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,327.73
2563,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,553.66
