,ปี,เดือน,จังหวัด,อำเภอ,อปท,ขยะอินทรีย์ลงถัง(ตัน)
1528,2567,มกราคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,10.0
1529,2567,มกราคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1530,2567,มกราคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,10.0
1531,2567,มกราคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1532,2567,มกราคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0
1533,2567,มกราคม,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,3.41
1534,2567,มกราคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.089
1535,2567,มกราคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,1.57
1536,2567,มกราคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,40.256
1537,2567,มกราคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,1.5
1538,2567,มกราคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,1.0
1539,2567,มกราคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,4.2
1540,2567,มกราคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.025
1541,2567,มกราคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,20.0
1542,2567,มกราคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,10.0
1543,2567,มกราคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,1.0
1544,2567,มกราคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,28.0
1545,2567,มกราคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,2.0
1546,2567,มกราคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1547,2567,มกราคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,1.38
1548,2567,มกราคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1549,2567,มกราคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,91.09
1550,2567,มกราคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,692.18
1551,2567,มกราคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,498.855
1552,2567,มกราคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,0.0
1553,2567,กุมภาพันธ์,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1554,2567,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,18.908
1555,2567,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1556,2567,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1557,2567,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1558,2567,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0
1559,2567,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0
1560,2567,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
1561,2567,กุมภาพันธ์,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,22.0
1562,2567,กุมภาพันธ์,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,407.058
1563,2567,กุมภาพันธ์,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,0.0
1564,2567,กุมภาพันธ์,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,2.5
1565,2567,กุมภาพันธ์,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0
1566,2567,กุมภาพันธ์,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1567,2567,กุมภาพันธ์,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,3.6
1568,2567,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,5.15
1569,2567,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,585.276
1570,2567,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1571,2567,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1572,2567,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,150.0
1573,2567,กุมภาพันธ์,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1574,2567,กุมภาพันธ์,นนทบุรี,บางบัวทอง,อบต.ละหาร,9.0
1575,2567,กุมภาพันธ์,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1576,2567,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0
1577,2567,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,3.25
1578,2567,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.08
1579,2567,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,2.098
1580,2567,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,31.521
1581,2567,กุมภาพันธ์,นนทบุรี,บางใหญ่,อบต.บางใหญ่,1.5
1582,2567,กุมภาพันธ์,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,1.0
1583,2567,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,2.4
1584,2567,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.018
1585,2567,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,22.55
1586,2567,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,10.0
1587,2567,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,1.0
1588,2567,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,21.0
1589,2567,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,2.0
1590,2567,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1591,2567,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.46
1592,2567,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1593,2567,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,88.27
1594,2567,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,647.295
1595,2567,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,474.155
1596,2567,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1597,2567,มีนาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1598,2567,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,20.21
1599,2567,มีนาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1600,2567,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1601,2567,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1602,2567,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0
1603,2567,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0
1604,2567,มีนาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
1605,2567,มีนาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,57.2
1606,2567,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,415.658
1607,2567,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,0.0
1608,2567,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,2.5
1609,2567,มีนาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0
1610,2567,มีนาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1611,2567,มีนาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,3.6
1612,2567,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,5.6
1613,2567,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,618.972
1614,2567,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1615,2567,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1616,2567,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,120.0
1617,2567,มีนาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1618,2567,มีนาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,8.5
1619,2567,มีนาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1620,2567,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0
1621,2567,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,3.37
1622,2567,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.06
1623,2567,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,1.62
1624,2567,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,20.654
1625,2567,มีนาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,3.0
1626,2567,มีนาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,1.0
1627,2567,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,0.8
1628,2567,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.15
1629,2567,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,15.52
1630,2567,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,10.0
1631,2567,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,1.0
1632,2567,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,18.0
1633,2567,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,2.0
1634,2567,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1635,2567,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.14
1636,2567,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1637,2567,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,94.33
1638,2567,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,682.974
1639,2567,มีนาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,470.82
1640,2567,มีนาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1641,2567,เมษายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1642,2567,เมษายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,19.56
1643,2567,เมษายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1644,2567,เมษายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1645,2567,เมษายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1646,2567,เมษายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0
1647,2567,เมษายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0
1648,2567,เมษายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
1649,2567,เมษายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,51.618
1650,2567,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,419.579
1651,2567,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,0.0
1652,2567,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,2.5
1653,2567,เมษายน,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0
1654,2567,เมษายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1655,2567,เมษายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,3.8
1656,2567,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,6.3
1657,2567,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,633.207
1658,2567,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1659,2567,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1660,2567,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,20.0
1661,2567,เมษายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1662,2567,เมษายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,8.5
1663,2567,เมษายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1664,2567,เมษายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0
1665,2567,เมษายน,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,3.095
1666,2567,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.062
1667,2567,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,3.15
1668,2567,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,31.521
1669,2567,เมษายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,3.3
1670,2567,เมษายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,5.0
1671,2567,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,0.7
1672,2567,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.02
1673,2567,เมษายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,4.295
1674,2567,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,10.0
1675,2567,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,1.0
1676,2567,เมษายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,12.0
1677,2567,เมษายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,2.0
1678,2567,เมษายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1679,2567,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.11
1680,2567,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1681,2567,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,75.17
1682,2567,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,673.397
1683,2567,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,485.36
1684,2567,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1685,2567,พฤษภาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1686,2567,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,20.212
1687,2567,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1688,2567,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1689,2567,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1690,2567,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0
1691,2567,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0
1692,2567,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
1693,2567,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,76.365
1694,2567,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,461.288
1695,2567,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,2.5
1696,2567,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0
1697,2567,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1698,2567,พฤษภาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,4.0
1699,2567,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,7.1
1700,2567,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,633.207
1701,2567,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1702,2567,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1703,2567,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,10.0
1704,2567,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1705,2567,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,7.0
1706,2567,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0
1707,2567,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,3.225
1708,2567,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.062
1709,2567,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,3.2
1710,2567,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,31.521
1711,2567,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,3.2
1712,2567,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,8.0
1713,2567,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,0.7
1714,2567,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.013
1715,2567,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,13.845
1716,2567,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,10.0
1717,2567,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,1.0
1718,2567,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,11.0
1719,2567,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,2.0
1720,2567,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1721,2567,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.53
1722,2567,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1723,2567,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,720.049
1724,2567,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,489.395
1725,2567,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1726,2567,มิถุนายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1727,2567,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,20.212
1728,2567,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1729,2567,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1730,2567,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1731,2567,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0
1732,2567,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0
1733,2567,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
1734,2567,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,175.478
1735,2567,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,379.858
1736,2567,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,2.5
1737,2567,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0
1738,2567,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1739,2567,มิถุนายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,4.0
1740,2567,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,9.13
1741,2567,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,675.178
1742,2567,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1743,2567,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1744,2567,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,10.0
1745,2567,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,3.0
1746,2567,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,5.0
1747,2567,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0
1748,2567,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,3.275
1749,2567,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.066
1750,2567,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,3.0
1751,2567,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,26.902
1752,2567,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,2.5
1753,2567,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,8.0
1754,2567,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,1.273
1755,2567,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.001
1756,2567,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,5.967
1757,2567,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,10.0
1758,2567,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,1.0
1759,2567,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,8.0
1760,2567,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,2.0
1761,2567,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1762,2567,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.47
1763,2567,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1764,2567,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,697.7
1765,2567,มิถุนายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,409.545
1766,2567,มิถุนายน,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1767,2567,กรกฎาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1768,2567,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,20.212
1769,2567,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1770,2567,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1771,2567,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1772,2567,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0
1773,2567,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0
1774,2567,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
1775,2567,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,32.45
1776,2567,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,451.195
1777,2567,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,2.5
1778,2567,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0
1779,2567,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1780,2567,กรกฎาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,4.0
1781,2567,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,9.312
1782,2567,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,719.75
1783,2567,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1784,2567,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1785,2567,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,10.0
1786,2567,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1787,2567,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,5.0
1788,2567,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0
1789,2567,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,3.42
1790,2567,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.06
1791,2567,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,2.0
1792,2567,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,25.654
1793,2567,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,3.2
1794,2567,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,8.0
1795,2567,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,1.58
1796,2567,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.001
1797,2567,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,15.346
1798,2567,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,10.0
1799,2567,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,1.0
1800,2567,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,14.0
1801,2567,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,2.0
1802,2567,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
